row_index,name,value_chain_position,semiconductor_relevance,capabilities,end_markets,india_angle,summary,technical_expertise,status,inferred_field_count,model
69,"Bangalore Refinery Pvt Ltd.,",Chemicals & Gases,Medium,Precious metal based electroplating chemicals | Metal refining and recovery solutions,Advanced Packaging | Electronics Manufacturing,"Bangalore Refinery Pvt Ltd. operates a state-of-the-art facility in Bengaluru, India, focusing on precious metal refining and recovery.","Bangalore Refinery Pvt Ltd. specializes in the manufacturing of precious metal-based electroplating chemicals and offers metal refining and recovery solutions. Their products are crucial for advanced packaging and electronics manufacturing, providing high-quality materials that enhance the performance of semiconductor components.",Precious metal electroplating | Metal refining and recovery,ok,0,gpt-4o
70,Bergen Systems Pvt. Ltd.,Other,,,,,,,empty-input,0,gpt-4o
71,Besi Singapore Pte. Ltd.,OSAT/Packaging,High,assembly processes | equipment for leadframe packaging | wafer level packaging,electronics | mobile internet | cloud server | computing | automotive | industrial | LED | solar energy,,"Besi Singapore Pte. Ltd. is a key player in the semiconductor value chain, specializing in the development of advanced assembly processes and equipment for packaging applications. Their solutions cater to a wide range of end-user markets, including electronics, automotive, and industrial sectors.",wafer-level packaging | substrate packaging | leadframe packaging,ok,0,gpt-4o
72,Bharat Forge Limited,Other,Low,,,Bharat Forge is positioned to support India's growth as a semiconductor manufacturing hub through its expertise in precision engineering and advanced manufacturing.,"Bharat Forge Limited is a leading engineering and manufacturing company with a focus on precision engineering and advanced manufacturing. While primarily known for its work in sectors like automotive and aerospace, it has the potential to support the semiconductor industry in India through its manufacturing capabilities.",,ok,0,gpt-4o
73,Bharat Semitech Pvt LTd,Equipment,High,Wafer inspection | Predictive maintenance systems | Defect detection system,Logic | Advanced Packaging,"Bharat Semitech is India's first semiconductor equipment company, emphasizing 'Make in India' for semiconductor manufacturing equipment.","Bharat Semitech Pvt Ltd specializes in providing semiconductor equipment solutions, including wafer inspection, predictive maintenance, and defect detection systems. They focus on enhancing manufacturing efficiency and quality through advanced technologies and comprehensive lifecycle support.",Wafer inspection technologies | Predictive maintenance analytics | Chemical and slurry distribution systems,ok,0,gpt-4o
74,Bharatam Mechatronics Private Limited,Test & Measurement,Medium,custom-built test systems | leak test benches | data acquisition systems,Automotive | Aviation,"Bharatam Mechatronics is an India-based company established in 2014, indicating a strong local presence.","Bharatam Mechatronics specializes in the design and development of custom-built turnkey projects, including test systems and data acquisition systems, which are relevant to semiconductor testing and measurement. Their expertise in automation and electronics supports various engineering domains, including the semiconductor industry.",automation | electronics | instrumentation,ok,0,gpt-4o
75,BHORUKA SPECIALTY GASES PRIVATE LIMITED,Chemicals & Gases,High,Ultra High Purity Gases for wafer processing | Specialty doping gases for ion implantation | Etching and cleaning gases for semiconductor fabrication,Logic | Memory | Advanced Packaging,"Bhoruka Specialty Gases is one of India's leading manufacturers of specialty gases, supporting the semiconductor industry's growth in the region.","Bhoruka Specialty Gases Pvt. Ltd. is a key supplier of ultra high purity and specialty gases critical for semiconductor manufacturing processes such as wafer fabrication, doping, and etching. Their products are tailored to meet stringent quality requirements, supporting various advanced semiconductor applications.",Ultra High Purity gas production | Semiconductor doping processes | Plasma etching technologies,ok,0,gpt-4o
76,Bigprosolution PVT LTD,Test & Measurement,High,MIL-STD-883 Screening | Failure Analysis | Environmental Stress Testing,Automotive | Defence | Space,"Bigpro Solution is establishing India's first independent MIL-STD-883 qualified Testing & Failure Analysis laboratory in Hosur, Tamil Nadu.","Bigpro Solution is an independent semiconductor testing laboratory in India, specializing in MIL-STD-883 qualified testing and failure analysis. They provide precision-driven engineering solutions for semiconductor reliability, targeting sectors such as defence, space, and automotive electronics.",Failure analysis | Environmental stress testing | Electrical characterisation,ok,0,gpt-4o
77,BIS INFOTECH,Other,None,,,,"BIS INFOTECH primarily provides news and information related to electronic components and products in India, serving electronics engineers and professionals in the design and development industry.",,ok,0,gpt-4o
78,"BMT Co., Ltd.",Equipment,High,UHP fittings & valves | Integrated gas systems | Precision fluid control products,Memory | Logic,BMT presents its comprehensive semiconductor portfolio at SEMICON INDIA.,"BMT Co., Ltd. is a Korean manufacturer specializing in high-quality fittings, valves, and precision fluid control products for semiconductor manufacturing. They offer a broad range of products including UHP fittings and integrated gas systems, serving major semiconductor manufacturers and equipment makers like Samsung Electronics and SK Hynix.",Ultra-high purity systems | Precision fluid control,ok,0,gpt-4o
79,Brain Domain Pte Ltd,Other,,,,,,,empty-input,0,gpt-4o
80,Bruker India Scientific Pvt Ltd,Test & Measurement,High,atomic force microscopy (AFM) | nanomechanical testing | mass spectrometry for chemical analysis,Logic | Memory | Advanced Packaging,,"Bruker India Scientific Pvt Ltd provides advanced metrology and analytical tools crucial for semiconductor manufacturing. Their offerings include atomic force microscopy, nanomechanical testing, and mass spectrometry, which are utilized by leading semiconductor manufacturers for both front-end and back-end applications.",surface measurement and analysis | nanomechanical testing | mass spectrometry,ok,0,gpt-4o
81,Bry-Air (Asia) Pvt. Ltd.,Facility & Infrastructure,Medium,Industrial dehumidifiers | Humidity control solutions,Advanced Packaging | Automotive,Bry-Air (Asia) Pvt. Ltd. is based in India and serves as a key manufacturing hub with 13 facilities globally.,"Bry-Air (Asia) Pvt. Ltd. specializes in industrial dehumidifiers and humidity control solutions, which are crucial for maintaining optimal conditions in semiconductor manufacturing environments. Their products help prevent electronic corrosion and manage condensation, ensuring the reliability and longevity of semiconductor components.",Desiccant technology | Adsorption-based moisture control,ok,0,gpt-4o
82,Business Sweden,Other,None,,,,"Business Sweden is a trade and investment council that helps Swedish companies expand globally and assists international companies in investing and expanding in Sweden. They provide market analysis, guidance on site selection, and facilitate contacts, but do not have specific offerings in the semiconductor value chain.",,ok,0,gpt-4o
83,Cadence Design Systems,Other,,,,,,,empty-input,0,gpt-4o
84,CADFEM India - Ansys Elite Partner,EDA/IP,Medium,Simulation-driven engineering | AI/ML-integrated CAE solutions | Electromagnetic simulation,Automotive | Electronics | RF/5G,CADFEM APAC is actively involved in redefining the Indian semiconductor landscape through simulation-driven engineering and partnerships.,"CADFEM India, as an Ansys Elite Partner, provides advanced engineering simulation solutions that support semiconductor design and development. They offer a comprehensive ecosystem including software, consulting, and training to enhance simulation capabilities in various industries, including semiconductors.",Finite Element Method simulations | Electromagnetic simulations | AI-enhanced workflows,ok,0,gpt-4o
85,CALIBER INTERCONNECTS PRIVATE LTD,Other,,,,,,,empty-input,0,gpt-4o
86,Canon Singapore Pte Ltd,Equipment,High,Lithography tools for semiconductor and FPD | PVD sputtering and dry etching equipment | Die bonding and inspection tools,Advanced Packaging | Flat Panel Display | Memory,,"Canon Singapore Pte Ltd, through its Industrial Group, provides advanced manufacturing equipment for the semiconductor industry, including lithography, PVD sputtering, and etching tools. They also offer die bonding and inspection solutions, catering to both front-end and back-end semiconductor processes.",Lithography | Physical Vapor Deposition | Vacuum technology,ok,0,gpt-4o
